# version=2017
 permID|  trkSub|mode|stn |sys    | ctr|pos1      |pos2      |pos3      |prog|obsTime                 | ra        |dec        |rmsRA|rmsDec|  astCat|mag   |rmsMag|band| photCat|photAp|logSNR| exp|rmsFit|notes|remarks                                                                 
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-15T05:40:51.744Z| 31.53638  |-31.53217  |     |      |   CMC15|13.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-15T05:49:09.408Z| 31.53725  |-31.53019  |     |      |   CMC15|13.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|H01 |       |    |          |          |          |    |2018-11-15T05:57:59.60Z | 31.54633  |-31.53923  |0.05 |0.36  |   Gaia2|14.1  |0.22  |   G|   Gaia2| 3.4  |2.16  |  10|      |     |                                                                        
    46P|   0046P| CCD|H01 |       |    |          |          |          |    |2018-11-15T06:28:17.29Z | 31.54921  |-31.53266  |0.06 |0.33  |   Gaia2|13.9  |0.16  |   G|   Gaia2| 3.4  |2.07  |  10|      |     |                                                                        
    46P|   0046P| CCD|H01 |       |    |          |          |          |    |2018-11-15T06:58:35.41Z | 31.55213  |-31.52587  |0.07 |0.33  |   Gaia2|13.9  |0.18  |   G|   Gaia2| 3.4  |2.1   |  10|      |     |                                                                        
    46P|   0046P| CCD|H01 |       |    |          |          |          |    |2018-11-15T07:28:53.09Z | 31.55508  |-31.51906  |0.06 |0.29  |   Gaia2|14    |0.1   |   G|   Gaia2| 3.4  |2.1   |  10|      |     |                                                                        
    46P|   0046P| CCD|E94 |       |    |          |          |          |    |2018-11-15T09:01:36.768Z| 31.57954  |-31.48553  |     |      |   UCAC4|12.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|E94 |       |    |          |          |          |    |2018-11-15T09:04:29.568Z| 31.57975  |-31.48494  |     |      |   UCAC4|12.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|E94 |       |    |          |          |          |    |2018-11-15T09:07:23.232Z| 31.57992  |-31.48469  |     |      |   UCAC4|12.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|E94 |       |    |          |          |          |    |2018-11-15T09:10:16.896Z| 31.5805   |-31.48378  |     |      |   UCAC4|12.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|D95 |       |    |          |          |          |    |2018-11-15T12:33:02.016Z| 31.60763  |-31.45331  |     |      |   UCAC4|      |      |    |        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|D95 |       |    |          |          |          |    |2018-11-15T12:41:28.320Z| 31.60846  |-31.4515   |     |      |   UCAC4|      |      |    |        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|D95 |       |    |          |          |          |    |2018-11-15T12:46:44.544Z| 31.609    |-31.45033  |     |      |   UCAC4| 8    |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|L27 |       |    |          |          |          |    |2018-11-15T22:19:31.008Z| 31.69608  |-31.31994  |     |      |   UCAC4|11.1  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|L27 |       |    |          |          |          |    |2018-11-15T22:39:18.144Z| 31.69746  |-31.31592  |     |      |   UCAC4|12.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|L27 |       |    |          |          |          |    |2018-11-15T23:04:33.600Z| 31.70008  |-31.30992  |     |      |   UCAC4|12.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-16T05:34:47.136Z| 31.75567  |-31.20622  |     |      |   CMC15|13.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-16T05:36:50.688Z| 31.75596  |-31.20575  |     |      |   CMC15|13.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-16T05:38:55.104Z| 31.75617  |-31.20528  |     |      |   CMC15|13.1  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-16T05:40:58.656Z| 31.75642  |-31.20464  |     |      |   CMC15|13.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-16T05:43:03.072Z| 31.75667  |-31.20417  |     |      |   CMC15|13.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-16T05:45:06.624Z| 31.75692  |-31.20358  |     |      |   CMC15|13.1  |      |   R|        |      |      |    |      |     |                                                                        
